Protein,ProteinName,Gene,nFragment,nPeptide,AgedMacro_Aging_Macro_10_1,AgedMacro_Aging_Macro_12_1,AgedMacro_Aging_Macro_14_1,AgedMacro_Aging_Macro_17_1,AgedMacro_Aging_Macro_25_1,AgedMacro_Aging_Macro_27_1,AgedMacro_Aging_Macro_31_1,AgedMacro_Aging_Macro_34_1,AgedMacro_Aging_Macro_38_1,AgedMacro_Aging_Macro_42_1,AgedMacro_Aging_Macro_45_1,AgedMacro_Aging_Macro_46_1,AgedMacro_Aging_Macro_53_1,AgedVehicle_Aging_Macro_11_1,AgedVehicle_Aging_Macro_16_1,AgedVehicle_Aging_Macro_18_1,AgedVehicle_Aging_Macro_23_1,AgedVehicle_Aging_Macro_26_1,AgedVehicle_Aging_Macro_29_1,AgedVehicle_Aging_Macro_33_1,AgedVehicle_Aging_Macro_37_1,AgedVehicle_Aging_Macro_54_1,Young_Aging_Macro_101_1,Young_Aging_Macro_102_1,Young_Aging_Macro_103_1,Young_Aging_Macro_104_1,Young_Aging_Macro_105_1,Young_Aging_Macro_106_1,Young_Aging_Macro_107_1,Young_Aging_Macro_108_1,Young_Aging_Macro_109_1,Young_Aging_Macro_110_1,Young_Aging_Macro_111_1,Young_Aging_Macro_112_1,Young_Aging_Macro_113_1,Young_Aging_Macro_114_1,Young_Aging_Macro_115_1,Young_Aging_Macro_116_1,Young_Aging_Macro_117_1,Young_Aging_Macro_118_1,Young_Aging_Macro_119_1,Young_Aging_Macro_120_1
Q8K443|RGS13_MOUSE,Regulator of G-protein signaling 13 (RGS13),Rgs13,6,1,290004,98102,74357.4,97677.4,53276.8,117239,77114.7,187703,265215,189819,42151.9,45884.6,208082,116793,148581,123199,92418,114593,95924.5,144399,12461.2,140268,194877,166148,257761,364707,233275,183134,210878,0,173650,199648,216740,229202,184644,79922.9,83524.9,448753,192872,221824,162068,104920
Q9Z2H2|RGS6_MOUSE,Regulator of G-protein signaling 6 (RGS6),Rgs6,3,1,88686.7,50605.5,65882.2,68740.3,96185.5,0,140705,55099.8,71785.6,0,35905.7,0,51834.1,65412.1,60002.2,71963.4,92181.4,81167.5,150552,72965.8,161222,34193.4,40707.2,46428.1,46692.1,23998.5,0,45993.8,0,0,0,0,0,22111.8,0,33733.7,0,33990.7,0,0,0,0
Q69ZJ7|RIC1_MOUSE,Guanine nucleotide exchange factor subunit RIC1 (Protein RIC1 homolog) (RAB6A-GEF complex partner protein 1),Ric1,6,1,909716,648605,875616,749566,1.29E+06,474806,923181,10541.5,1.70E+06,26511.9,590769,408278,961441,274871,1.00E+06,1.03E+06,834696,234260,1.04E+06,372638,722157,85664,24088,3498.41,43384.5,2654.36,859069,819572,0,0,12064.9,849964,669874,7913.21,27714.5,10841.3,99748.2,529585,13105.8,393073,271121,770622
Q80XE1|RIC8B_MOUSE,Synembryn-B (Protein Ric-8B),Ric8b,6,1,29504.5,61812.3,62583,65289.8,79912.1,117864,78760.1,89099.8,34603.2,93708.3,0,47201.8,78007.3,41331.2,69764.5,72531.7,81731.2,96460.7,83727.8,88334.8,56121.1,95583,74996.2,81298.7,79043.8,93942,76424.7,56202.8,70636.5,0,76114.1,63518.5,76813.1,88978.7,71366.3,63832.2,77331.1,71912.5,64893.5,68953.9,59288.3,58423.2
Q9D684|RIN2_MOUSE,Ras and Rab interactor 2 (Ras interaction/interference protein 2),Rin2,6,1,51853.2,28976.1,30206.1,35691.1,20725.2,36743.2,34277.1,51345.6,50693.2,48109.9,11586.4,12523.5,36689.1,29004,38206.5,36231.6,27763.3,23226,33467.8,25752.9,13288.6,33806.3,40501.8,45431.6,50037.2,21648.6,34793.3,18307.2,33964.8,0,46869.7,32696.3,20377.8,31996,43102.1,22834.8,38846.6,33987.8,23963.7,26462.2,22715.4,33605.2
Q9QZL0|RIPK3_MOUSE,Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.11.1) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3) (mRIP3),Ripk3,6,1,54184.7,43974.9,50336.2,57896.7,26012.1,29369,35638.9,46158.3,37907.7,37418.2,39676.9,30214,47161.3,50791.7,62754.3,52556.1,40541.5,36318.9,36128.6,35394.1,25531.1,29155.7,62926.2,60815.7,61402.5,38329.9,73194.7,82928,73757,0,66848.2,58871.5,51357.4,54836.4,51445.8,71117.1,58418.4,40565.8,60325.8,48055.6,50758.2,36543.9
Q91YQ7|RMD5B_MOUSE,E3 ubiquitin-protein transferase RMND5B (EC 2.3.2.27) (Protein RMD5 homolog B),Rmnd5b,6,1,41047.3,38460.7,28835.7,42835.1,50388.7,74466.7,37477.8,86765.7,55560.6,72449.9,29288.6,43455.1,74606.7,30516.7,51129.2,44575.9,48490.3,75457.4,49201.9,59220.1,2289.11,86461.2,44738.7,51373,57553.9,77951.3,57299.7,50678.6,54327.4,0,50446.9,45536,66862.2,62673,56127.3,60223.2,64885.4,71510.2,46757.2,59689.9,48911.2,48192.5
Q9JJH1|RNAS4_MOUSE,Ribonuclease 4 (RNase 4) (EC 3.1.27.-),Rnase4,6,1,6445.58,8023.93,9172.31,7748.74,24384.8,19066.5,38207.3,10579.3,19515.7,11543.7,8733.63,6498.38,6223.09,9088.23,10176.7,12287.2,21595.6,16929.9,35137.2,20670.8,43580.4,4930.13,5819.87,6458.27,1968.06,2854.71,6762.28,9069.99,8973.69,0,0,5844,5938.52,4801.71,4909.23,7203.12,7884.96,4559.5,6070.65,3148.14,5826.22,5982.86
P84099|RL19_MOUSE,60S ribosomal protein L19,Rpl19,6,1,896148,555887,821161,719756,662941,545739,610203,825936,710134,608728,379402,323498,685438,665369,732174,580220,744811,789344,779889,836774,327575,387776,639836,719331,675822,539596,745484,651424,725877,740423,691704,617423,559228,557047,562714,731410,940470,600122,667018,559652,484045,464881
P62754|RS6_MOUSE,40S ribosomal protein S6 (Phosphoprotein NP33),Rps6,3,1,0,0,1802.93,855.1,8793.89,8051.09,10883.7,0,1903.95,3814.95,0,0,365.51,0,0,1262.66,6060.37,8230.21,9587.3,7863.25,7141.94,0,0,0,0,2751.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PEE3|RIR2B_MOUSE,Ribonucleoside-diphosphate reductase subunit M2 B (EC 1.17.4.1) (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2),Rrm2b,4,1,10665.5,25874.9,20453.7,22452.4,20057.4,37868.3,20515.4,18392,14423.3,27631.2,26192.1,28908.1,19774.4,20769.5,26060.4,25364.9,22474.1,25002.7,18934.5,24883.8,20522.5,34813.5,27566.5,28274.1,18944.8,13824.2,16034.8,12669.1,15965.8,0,23444.7,29925.4,21567.1,20360.1,17020.2,17964.9,26034.3,12754.8,18017.6,17139.7,22400.2,23135
P60122|RUVB1_MOUSE,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (DNA helicase p50) (Pontin 52) (TIP49a),Ruvbl1,6,1,37105.6,56611.4,66839.2,59042.8,102648,53351.6,96872.4,3124.32,56605.6,5238,55743.1,55984.3,47574,29287.6,62766.4,67516.9,73867.9,50053,88628.8,55048.6,143649,4244.27,27742.4,3936.79,3835.12,12801.9,39394.9,42818.4,49279.2,45150.4,2717.49,38223.8,33064.1,3718.98,17519.7,20478,25012.6,27165.4,3245.53,35064.1,31697.2,49804.3
E9PZQ0|RYR1_MOUSE,Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor),Ryr1,6,1,9720.82,3951.64,0,6742.6,3837.51,4365.53,5340.53,11817.7,12903,6028.08,0,0,8613.84,4385.27,6711.34,6073.18,4851.15,7302.57,4535.4,0,2676.51,4079.93,10378.7,10693.9,9771.51,6891.72,11684.1,8685.65,11521.9,0,9768.81,14122.3,8327.53,9139.21,7248.04,8852.09,8665.9,14641.5,12364.7,6672.49,9248.61,5587.06
A2AGL3|RYR3_MOUSE,Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor),Ryr3,5,1,2.87E+06,2.75E+06,2.81E+06,2.67E+06,0,0,0,0,1.55E+06,0,3.07E+06,3.08E+06,0,3.48E+06,2.47E+06,2.44E+06,0,0,0,0,2.50E+06,2.90E+06,2.65E+06,2.30E+06,2.10E+06,1.26E+06,2.20E+06,2.89E+06,3.09E+06,0,2.57E+06,2.42E+06,1.99E+06,2.01E+06,2.16E+06,3.18E+06,0,1.72E+06,3.04E+06,2.25E+06,2.84E+06,2.70E+06
P05366|SAA1_MOUSE,Serum amyloid A-1 protein,Saa1,20,2,4927.38,14786.9,30266.4,4249.19,595169,311491,350782,261750,48743.9,52077.9,34328.3,1055.24,12091.8,7694.62,19988,49058.5,124144,183159,1.45E+06,752431,2.24E+06,22797.9,2956.81,1282.56,1165.65,948.64,1202.72,0,5809.27,0,1399.67,888.06,8148.11,0,6404.81,5154.55,16402.5,2028.99,5534.73,3593.71,2845.54,5684.75
P05367|SAA2_MOUSE,Serum amyloid A-2 protein [Cleaved into: Amyloid protein A],Saa2,15,2,0,0,2555.98,0,423407,154619,229687,232292,8021.59,2291.38,0,0,0,0,0,5828.16,75479.5,86844.7,1.27E+06,776967,2.06E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.93
P31532|SAA4_MOUSE,Serum amyloid A-4 protein (Amyloid A-5 protein),Saa4,32,4,185578,266892,289187,234117,548208,445472,403793,209109,271951,353068,262259,98665.7,107312,269108,258269,281726,203712,249334,427889,648134,275649,264570,221718,221143,78502.3,134234,81242.1,178206,92320.5,0,79641.2,88099.7,92620.8,74512.5,97943.6,59829.8,153967,77539.4,122032,153425,101981,125061
Q7TNB8|SBNO2_MOUSE,Protein strawberry notch homolog 2,Sbno2,6,1,232685,197508,258391,234606,323665,188498,321674,194576,176336,175558,203966,156981,156810,282645,248241,184410,289513,255236,252980,246632,286368,112877,183138,176468,131522,101956,179421,181992,194196,213080,179998,170234,128935,140318,136799,217707,202358,115377,189389,148937,157317,143685
Q5SUC9|SCO1_MOUSE,"Protein SCO1 homolog, mitochondrial",Sco1,6,1,13792.4,13342.3,16159.6,14539,33421.7,6095.09,23978,0,21817.8,0,8290.89,5003.19,16051.7,6156.68,17667.2,17583.8,20802.4,4025.71,23653.3,9165.64,19136.5,0,0,0,0,0,13361.9,13386.7,13682.7,0,0,12450,8128.66,0,0,0,0,8409.04,0,6618.06,3439.94,13892.6
Q8BQU3|SDHF3_MOUSE,"Succinate dehydrogenase assembly factor 3, mitochondrial (SDH assembly factor 3) (SDHAF3)",Sdhaf3,6,1,13883.6,21850.2,21568.4,25830.9,30684.2,61273.3,34131.4,37850.9,11425,45098.5,8232.09,18184.4,32978.1,14124.8,27562.5,27311.8,33305.5,42145.5,39403.5,43069,28974.5,49286.2,28699.3,33824.2,34895.1,42935.7,35024.8,22028.4,22212.3,0,30354.6,34170.8,40041.4,50998.6,36344.9,29984.6,32399.6,29812.9,26567.4,35588.7,25872.5,22642.1
P70274|SEPP1_MOUSE,Selenoprotein P (SeP) (Plasma selenoprotein P),Selenop,17,3,49751.2,37927,39139.9,41228.9,47590.2,40520.3,50589.2,43426.4,57527.8,40516.3,21592.5,17423.8,42360.3,25393.9,37551.7,32127.3,46151.7,39285.3,42427.2,43624.9,28972.4,27383.9,41160.8,38947.8,45053.5,31406.2,48677,43386,37178,20485.3,38633.3,46595.7,35068.4,29116.9,30088.3,31598.1,34756.5,37606.9,29823.2,34296.9,31454.9,30913.1
Q8R121|ZPI_MOUSE,Protein Z-dependent protease inhibitor (PZ-dependent protease inhibitor) (PZI) (Serpin A10),Serpina10,16,3,107166,74215.9,96597.7,96893.6,222496,300823,279555,228972,240221,231101,44373.2,63986.1,222773,76753.5,111895,96577.1,199911,250080,306066,403551,113326,188475,109686,121517,145832,237736,202716,139101,110157,132097,111988,143373,158451,152328,125388,103501,161238,223689,105070,145806,98285.7,86915.8
Q8CIE0|SPA11_MOUSE,Serpin A11,Serpina11,12,1,2.82E+06,45524.5,50161.6,88290.7,3.88E+06,5.36E+06,2.58E+06,5.39E+06,3.71E+06,4.90E+06,3.27E+06,4.28E+06,338209,3.26E+06,95870.8,74382.7,4.16E+06,5.06E+06,4.16E+06,4.78E+06,1.99E+06,5.60E+06,117382,4.47E+06,191923,0,308779,4.14E+06,0,137114,3.96E+06,159447,263780,4.69E+06,5.18E+06,4.56E+06,171314,725089,131250,5.20E+06,109443,80380.2
P22599|A1AT2_MOUSE,Alpha-1-antitrypsin 1-2 (AAT) (Alpha-1 protease inhibitor 2) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-2) (Serine protease inhibitor A1b) (Serpin A1b),Serpina1b,47,7,1.62E+06,994808,919217,1.15E+06,1.32E+06,2.58E+06,1.05E+06,2.78E+06,3.02E+06,2.04E+06,503078,791251,3.20E+06,810217,1.33E+06,1.20E+06,1.41E+06,1.90E+06,1.58E+06,2.45E+06,547999,2.50E+06,1.38E+06,1.51E+06,1.90E+06,1.72E+06,2.34E+06,1.16E+06,1.21E+06,1.41E+06,1.36E+06,1.68E+06,2.34E+06,1.85E+06,2.07E+06,1.13E+06,1.67E+06,4.73E+06,1.31E+06,2.09E+06,1.39E+06,1.26E+06
Q00897|A1AT4_MOUSE,Alpha-1-antitrypsin 1-4 (Alpha-1 protease inhibitor 4) (Serine protease inhibitor 1-4) (Serine protease inhibitor A1d) (Serpin A1d),Serpina1d,28,3,694594,919714,942155,1.01E+06,1.28E+06,1.80E+06,787619,1.86E+06,751966,1.22E+06,721532,1.31E+06,1.79E+06,994855,1.22E+06,1.04E+06,1.25E+06,1.62E+06,1.16E+06,1.69E+06,586770,2.39E+06,1.19E+06,1.26E+06,1.23E+06,1.00E+06,1.65E+06,916143,806357,1.06E+06,1.10E+06,1.23E+06,1.50E+06,1.40E+06,1.37E+06,1.08E+06,1.56E+06,707216,921789,1.43E+06,1.14E+06,1.17E+06
Q00898|A1AT5_MOUSE,Alpha-1-antitrypsin 1-5 (Alpha-1 protease inhibitor 5) (Serine protease inhibitor 1-5) (Serine protease inhibitor A1e) (Serpin A1e),Serpina1e,4,1,1594.49,1101.43,919.69,3065.78,1906.29,5295.54,971.64,5750.08,975.21,4766.52,451.01,0,5918.56,1239.27,3352.42,2035.45,2687.09,3490.28,2254.32,3768.49,0,3884.36,2981.31,5402.53,4550.23,8106.75,4359.67,2681.43,2111.57,0,3868.25,2793.77,3745.27,5645.59,3554.49,2102.61,3852.73,4741.46,2889.67,4459.78,2466.94,1990.22
P07759|SPA3K_MOUSE,Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2),Serpina3k,102,16,1.28E+07,1.12E+07,1.11E+07,1.41E+07,1.23E+07,1.96E+07,8.63E+06,2.05E+07,3.38E+06,1.62E+07,7.45E+06,1.07E+07,2.52E+07,1.07E+07,1.24E+07,1.30E+07,1.26E+07,1.63E+07,1.42E+07,1.76E+07,4.24E+06,1.98E+07,1.45E+07,1.59E+07,1.79E+07,1.71E+07,2.08E+07,1.28E+07,1.10E+07,1.47E+07,1.41E+07,1.48E+07,2.01E+07,1.73E+07,1.79E+07,1.30E+07,1.76E+07,1.93E+07,1.19E+07,1.64E+07,1.27E+07,1.23E+07
Q91WP6|SPA3N_MOUSE,Serine protease inhibitor A3N (Serpin A3N),Serpina3n,45,8,230421,247069,236472,243455,430533,534508,535729,440102,345283,399648,186372,236248,358723,201604,258053,286524,360567,456131,557121,904072,543296,593568,244608,235539,278299,313698,257391,237857,253187,234486,241889,255633,292930,289773,290082,218284,266329,258806,232109,286935,239755,237290
Q06770|CBG_MOUSE,Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin),Serpina6,33,6,292084,111612,118386,115231,82929.5,151386,96522.1,142997,102952,167946,86588.8,132917,144336,225314,111718,126016,112644,107825,110313,107430,505694,119875,130057,108068,156159,208789,116244,128548,132780,125883,141600,150188,147599,170100,155088,117653,115332,144275,127912,126815,123940,130345
P61939|THBG_MOUSE,Thyroxine-binding globulin (Serpin A7) (T4-binding globulin),Serpina7,13,3,9634.54,10984.9,9738.39,12106.6,29092.7,38364.9,31318.7,10285,23157.6,34844.2,9355.23,15913.1,4154.5,4901.45,16831.7,34091.8,31285.1,30687.9,40816.8,29452.4,12467.5,14421.3,5027.68,4758.25,4085.58,7509.33,0,7796.22,672.08,0,8699.13,7678.65,4686.11,3892.51,3091.85,3339.07,3439.41,3007.77,7573.72,12126,5642.08,6089.23
Q60854|SPB6_MOUSE,Serpin B6 (Placental thrombin inhibitor) (Proteinase inhibitor 6) (PI-6),Serpinb6,6,1,6720.3,8570.08,9425.31,0,8794.08,17825,10310.5,18032.1,12429.1,15658.5,3691.08,2490.93,0,5110.83,9243.63,9985.82,7799.36,13708.2,14374.1,14735.5,1116.27,0,0,0,16091,17162.5,0,9703.15,0,0,14363.1,0,0,0,11895,9920.76,0,0,7958.4,0,7705.91,0
P32261|ANT3_MOUSE,Antithrombin-III (ATIII) (Serpin C1),Serpinc1,45,8,469119,519283,475286,541403,679927,535583,693128,694400,326012,626769,402229,493977,588443,436339,535580,505795,624214,618732,519670,683592,438956,576265,461104,446130,458335,334151,429642,396408,389546,212190,475256,426460,383101,407148,358264,300465,449984,265962,425564,563443,454408,305787
P49182|HEP2_MOUSE,Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (Serpin D1),Serpind1,30,4,318426,250287,257426,285946,305569,338430,279203,321950,371449,316145,127808,192947,364177,234076,296682,270406,299023,345354,294130,314216,119599,309270,266897,254518,306288,304557,292643,249432,248988,195008,261207,268171,275048,240545,219360,207658,248016,322283,224170,260975,235902,218982
P97298|PEDF_MOUSE,Pigment epithelium-derived factor (PEDF) (Caspin) (Serpin F1) (Stromal cell-derived factor 3) (SDF-3),Serpinf1,7,1,0,0,2714.91,3735.77,6336.56,7399.13,8143.9,4382.1,12733.8,5177.38,1943.58,2424.56,4245.25,0,3274.98,3694.45,5264.6,6354.73,5346.79,4378.62,0,1188.34,0,5869.64,3794.58,1428.71,4319.61,1489.54,0,0,1092.71,1124.09,2301.44,1125.28,1523.77,1768.28,204.44,4272.38,1793.45,331.8,1993.86,1976.09
Q61247|A2AP_MOUSE,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Serpinf2,82,11,1.17E+06,1.11E+06,1.26E+06,1.13E+06,1.64E+06,1.41E+06,1.43E+06,1.49E+06,1.27E+06,1.37E+06,1.04E+06,1.21E+06,1.36E+06,1.11E+06,1.29E+06,1.13E+06,1.55E+06,1.71E+06,1.57E+06,1.79E+06,1.09E+06,1.54E+06,1.15E+06,1.07E+06,1.16E+06,821357,1.17E+06,1.16E+06,1.14E+06,1.27E+06,1.19E+06,1.18E+06,1.15E+06,966605,1.04E+06,1.03E+06,1.48E+06,1.14E+06,1.16E+06,1.33E+06,1.29E+06,1.26E+06
P97290|IC1_MOUSE,Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1),Serping1,42,6,137690,157364,177800,166733,290349,375888,325155,262616,288483,250346,103588,127424,265575,121071,180568,173370,253851,304558,409465,367948,104120,224108,181615,189975,228670,286910,245673,171237,155965,110165,182762,204713,241615,220085,203567,147917,228214,264462,148535,217603,176756,178265
Q9ERE3|SGK3_MOUSE,Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like),Sgk3,6,1,11791.5,13036.7,14480.8,13532,17110.7,2256.26,13317.6,14421.9,13066.3,11890.7,12458.2,10147.9,13575.4,14055.6,9901.36,11732.8,12183.1,14994.8,13962.8,13675.4,5681.91,8105.26,12281.2,12712.5,8743.42,6010.46,9828.83,8409.24,11671.5,0,11782.8,8565.64,7506.68,6349.42,7204.16,6595.32,11459.8,8978.34,12085.7,10492.4,11686.4,11318.3
Q8BI17|SH2D7_MOUSE,SH2 domain-containing protein 7,Sh2d7,6,1,13971.9,19878.1,22692,20943.7,17676.6,26422.7,13032.3,25410.5,13900.3,27561.9,20749.8,22285.8,25331.5,21099.1,19067.1,17071.4,24956.9,28879.3,19378.6,21287.2,8890.05,29177.9,19914.4,21724.4,21345.8,30681.4,23339.4,20281.6,23849.5,0,23513.9,19635.5,23618.8,27252.3,29347.2,22811,29655.5,22764.9,25982.2,26236.9,24581.2,23879.7
Q9WVL3|S12A7_MOUSE,Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4),Slc12a7,6,1,47831.7,30009.3,26300.5,33317.5,47736,67139.2,74662.7,50111.7,55768.4,60448.2,3918.9,22786.6,50702.4,41709,45321.8,46181.2,56524.4,61189.2,62569.4,66728.9,65819.8,46151.1,38306.4,38279.8,44825.6,53650.2,57314.8,46492.1,41957.1,0,37794.7,42336.1,50927,47511.7,43575.4,40553,45727.5,56758.3,40277.6,45172.7,36753.4,28782.5
O08966|S22A1_MOUSE,Solute carrier family 22 member 1 (Organic cation transporter 1) (mOCT1),Slc22a1,6,1,50505.9,61303.8,67787.3,70991.6,64276.2,83696.8,67977,71194.1,46182,90313.5,42251.4,54392.1,75896.5,64682.3,61906,59724.7,73297.2,81437.5,71374.9,76122.3,26665,44410.7,72028.6,74471.4,69897.1,63605.5,66990.3,66184.7,64937,64210.7,69578.6,66459.9,63442.8,61681.8,61022.3,55795.2,71451.6,57533.2,58594.9,69537.6,58037,50135.3
Q6IS41|S2547_MOUSE,Solute carrier family 25 member 47 (Hepatocellular carcinoma down-regulated mitochondrial carrier homolog),Slc25a47,4,1,5621.31,1264.8,0,1956.35,2053.16,9652.45,4195.46,10278.7,11998.3,3913.02,0,0,4658.72,0,2257.56,0,356.74,4618.35,7193.87,6128.28,0,0,5043.37,5278.3,11356.7,16961,8224.6,0,0,0,5736.51,6636.61,11918.2,5958.38,10855.8,0,3424.03,13970.3,3678.08,5100.13,3241.62,0
Q8CD26|S35E1_MOUSE,Solute carrier family 35 member E1,Slc35e1,4,1,85123.7,64879.9,80468,75891.4,128287,49284.5,100918,0,151951,4435.93,47184.2,34239.4,86047.2,33849.9,89646.7,80013,98967.7,33202.1,126588,53881,67534.5,714.4,3758.68,0,6395.88,0,98499.3,89629.4,71721.5,0,0,80733.1,71032.2,1382.89,5478.64,1718.73,11761.3,61698.2,0,39675.8,27989.6,61199.1
Q8BYF6|SC5A8_MOUSE,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),Slc5a8,6,1,0,7088.8,4399.35,4546.29,0,151.25,0,5157.25,4254.19,2207.75,2957.21,1362.78,742.77,0,2285.47,5416.63,398.38,6733.16,425.23,5119.65,5909.79,0,2700.01,3337.83,2128.6,282.77,0,0,4560.63,0,4577.09,3364.56,0,0,853.94,0,2007.08,5910.22,11246.6,10154.7,10969,10855.9
Q8CH25|SLTM_MOUSE,SAFB-like transcription modulator (Modulator of estrogen-induced transcription) (SAF-like transcription modulator),Sltm,5,1,230051,219581,222185,199453,289949,237050,271760,213619,233368,238226,175242,156458,225088,245116,172872,184794,239718,236339,243472,230854,145895,198288,197192,203018,175529,121588,144237,147959,165065,0,182230,170690,157901,133459,145689,153011,183855,170601,189280,184944,181706,187488
Q91ZA6|SOCS4_MOUSE,Suppressor of cytokine signaling 4 (SOCS-4) (Suppressor of cytokine signaling 7) (SOCS-7),Socs4,5,1,23070.2,35529.8,26516.9,38752.2,26286.5,19336.5,0,28629.4,1861.62,20656.8,32517.8,29876.9,31653.6,36953.5,45099.8,38370.3,20165.8,18639.6,19436.7,18001.5,28768.3,37912.7,30705.7,37476.5,32501.3,20507.9,29917.2,33494.9,27292.7,0,33338.1,0,25295.2,27263.3,26806.9,28827,32910.5,10230.6,32873.6,32873.7,32985.7,36733.5
P08228|SODC_MOUSE,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Sod1,9,2,9518.09,1029.24,3326.27,3638.37,7072.98,17761.2,4189.83,50376.2,17274.8,66687.4,786.58,1992.93,33987,6953.31,194.81,187.66,1856.59,19260.3,4219.5,4937.94,11044.9,23895.5,26405,94525.6,9314.51,28582.6,2650.37,2843.56,2375.21,0,41600.7,13523.8,1702.99,80200,46932.8,32134.5,2089.38,4819.74,17479.9,3355.55,12118.6,1480.86
O09164|SODE_MOUSE,Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1),Sod3,6,1,7611.66,4374.96,2427.41,3496.27,3792.27,2980.09,5357.43,4746.8,6093.14,2841.72,2944.5,2635.52,4663.4,4347.42,4479.28,4680.95,3059.87,4154.98,3292.44,3627.16,3354.9,2520.22,4851.92,5009.84,5126.38,3260.27,2964,3951.79,7535.72,4438.68,4087.43,3874.61,3295.24,2627.98,4147.25,3457.56,4800.79,4275.87,7076.64,7253.29,8038.48,6444.79
Q9R1Z8|VINEX_MOUSE,Vinexin (SH3 domain-containing protein SH3P3) (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3),Sorbs3,6,1,45222.6,0,27429.2,39529.4,16509.4,20291.2,24649.6,37068.9,39499.9,29156,17832.8,15649.3,42162.9,28902.7,41368.6,39803.3,23552.7,23386.1,30078.7,27830.2,14658.6,11214.2,0,39980.3,64298.2,28010.4,57671.5,38442.9,41445.3,43011.9,45936.9,47470.2,33371.1,42313.3,45818.1,31193.9,37614.1,47008.8,29923.7,27465.4,29636,27263.7
Q80VP2|SPAT7_MOUSE,Spermatogenesis-associated protein 7 homolog,Spata7,5,1,13245.4,21448.5,24364.6,22671.8,49313,15850.8,24266.1,0,16647.3,464.18,20285.9,20278.4,11635.6,10997.5,23001.5,23571.6,31032.1,12552.6,42556.6,12304.9,28399.4,0,0,0,2890.96,0,19396.5,22945,18067,0,0,11750.9,16932.5,1290.89,854.02,575.23,5149.77,7056.19,0,5563.68,4274.4,16299.8
Q5SXY1|CYTSB_MOUSE,Cytospin-B (Sperm antigen with calponin homology and coiled-coil domains 1),Specc1,6,1,23697.9,33953.4,46832.6,33970.9,56458.2,30740.1,31724.9,33418.8,28062.9,24594.8,45694.6,45060.5,29397.4,36500.9,30192.3,22082.1,42456.1,45420.2,48808.7,47720.5,43036.9,30137.6,31495.8,33376.2,26495.9,15104.8,31441.3,35010.1,36070.9,0,40453.7,39220.4,26986.7,23270.8,28872.6,37322.5,45881,23202.9,44341.3,37615.9,43350.6,46744.1
Q2KN98|CYTSA_MOUSE,Cytospin-A (SPECC1-like protein) (Sperm antigen with calponin homology and coiled-coil domains 1-like),Specc1l,6,1,1.28E+06,668673,789638,905786,806510,1.17E+06,643410,1.84E+06,163150,1.18E+06,470374,629259,1.82E+06,772883,1.02E+06,781000,938740,1.21E+06,956900,1.46E+06,312871,1.06E+06,1.10E+06,1.29E+06,1.30E+06,1.60E+06,1.85E+06,1.01E+06,952370,1.08E+06,1.09E+06,1.13E+06,1.40E+06,1.27E+06,1.32E+06,940646,1.27E+06,2.26E+06,1.07E+06,1.32E+06,1.01E+06,812033
